Text-ID	Sentence-ID	Presence
BG_026	2	0.21630074083805084
BG_026	3	0.7216768264770508
BG_026	4	0.38106220960617065
BG_026	5	0.8222476840019226
BG_026	6	0.5980499386787415
BG_026	7	0.6873835325241089
BG_026	8	0.6209632158279419
BG_026	9	0.5106816291809082
BG_026	10	0.7929733395576477
BG_026	11	0.15371114015579224
BG_026	12	0.44594910740852356
BG_026	13	0.47819915413856506
BG_026	14	0.12895794212818146
BG_026	15	0.6263834834098816
BG_026	16	0.6547796726226807
BG_026	17	0.751775860786438
BG_026	18	0.6430472731590271
BG_026	19	0.5165113210678101
BG_026	20	0.6504075527191162
BG_026	21	0.5407974720001221
BG_026	22	0.609768271446228
BG_026	23	0.5376449227333069
BG_026	24	0.5306777358055115
BG_026	25	0.725696861743927
BG_026	26	0.5828641653060913
BG_026	27	0.5688297152519226
BG_027	1	0.4907902181148529
BG_027	2	0.4227903485298157
BG_027	3	0.12858833372592926
BG_027	4	0.2004726082086563
BG_027	5	0.6482412219047546
BG_027	6	0.7760499715805054
BG_027	7	0.774193525314331
BG_027	8	0.5231519937515259
BG_027	9	0.61271071434021
BG_027	10	0.6564378142356873
BG_027	11	0.7707219123840332
BG_027	12	0.23187457025051117
BG_027	13	0.5113895535469055
BG_027	14	0.39731016755104065
BG_027	15	0.3637365698814392
BG_027	16	0.3017459213733673
BG_027	17	0.9346609115600586
BG_028	1	0.5301294922828674
BG_028	2	0.5743281841278076
BG_028	3	0.9289271831512451
BG_028	4	0.3256770968437195
BG_028	5	0.3284883499145508
BG_028	6	0.20325835049152374
BG_028	7	0.6873701810836792
BG_028	8	0.1480124145746231
BG_028	9	0.5040363073348999
BG_028	10	0.48567917943000793
BG_028	11	0.13317358493804932
BG_028	12	0.8173015117645264
BG_028	13	0.9343051314353943
BG_028	14	0.5089890360832214
BG_028	15	0.7814136147499084
BG_028	16	0.4788193702697754
BG_028	17	0.8379093408584595
BG_028	18	0.8623782992362976
BG_028	19	0.625219464302063
BG_028	20	0.45935556292533875
BG_028	21	0.9460254311561584
BG_028	22	0.8472191095352173
BG_028	23	0.811531662940979
BG_028	24	0.7731046676635742
BG_028	25	0.3578275144100189
BG_030	1	0.7352518439292908
BG_030	2	0.7938763499259949
BG_030	3	0.4807335436344147
BG_030	4	0.8638225197792053
BG_030	5	0.5440630316734314
BG_030	6	0.44648516178131104
BG_030	7	0.9107049703598022
BG_030	8	0.8130691051483154
BG_030	9	0.6383612155914307
BG_030	10	0.5961030125617981
BG_030	11	0.5231545567512512
BG_030	12	0.4259607195854187
BG_030	13	0.6359859108924866
BG_030	14	0.6582760810852051
BG_030	15	0.5003995299339294
BG_030	16	0.7747814655303955
BG_030	17	0.6340731978416443
BG_030	18	0.3515450060367584
BG_030	19	0.5736570954322815
BG_030	20	0.48398643732070923
BG_030	21	0.5427064299583435
BG_030	22	0.48747193813323975
BG_030	23	0.5111987590789795
BG_030	24	0.4776303172111511
BG_030	25	0.9378622770309448
BG_030	26	0.8810741901397705
BG_030	27	0.6330347061157227
BG_030	28	0.5518196821212769
BG_030	29	0.4736328423023224
BG_031	1	0.2727155089378357
BG_031	2	0.5696974992752075
BG_031	3	0.5255622863769531
BG_031	4	0.5842940211296082
BG_031	5	0.39242231845855713
BG_031	6	0.5815396308898926
BG_031	7	0.3681451380252838
BG_031	8	0.96591717004776
BG_031	9	0.39513978362083435
BG_031	10	0.4809604287147522
BG_031	11	0.5334884524345398
BG_031	12	0.7488646507263184
BG_031	13	0.5141789317131042
BG_031	14	0.32393917441368103
BG_031	15	0.20131613314151764
BG_031	16	0.22453977167606354
BG_031	17	0.09332621842622757
BG_031	18	0.42357543110847473
BG_031	19	0.6134269833564758
BG_031	20	0.45010530948638916
BG_031	21	0.38795629143714905
BG_031	22	0.6998977661132812
BG_031	23	0.18402859568595886
BG_031	24	0.9081966876983643
BG_031	25	0.3354240357875824
BG_031	26	0.3950423300266266
BG_031	27	0.48132047057151794
BG_031	28	0.6720635294914246
BG_031	29	0.4834352433681488
BG_031	30	0.5166511535644531
BG_031	31	0.6838735342025757
BG_031	32	0.6935902237892151
BG_031	33	0.5787085890769958
BG_036	1	0.9808927774429321
BG_036	2	0.3367994725704193
BG_036	3	0.6022756099700928
BG_036	4	0.9653711318969727
BG_036	5	0.9964841604232788
BG_036	6	0.9135761857032776
BG_036	7	0.9839184284210205
BG_036	8	0.44216227531433105
BG_036	9	0.9918323755264282
BG_036	10	0.8963568210601807
BG_036	11	0.7450081706047058
BG_036	12	0.9942532181739807
BG_036	13	0.08034949004650116
BG_036	14	0.2603088617324829
BG_036	15	0.7920268177986145
BG_036	16	0.8954613208770752
BG_036	17	0.9844328165054321
BG_039	1	0.03300014138221741
BG_039	2	0.5980755090713501
BG_039	3	0.10506284981966019
BG_039	4	0.4077577292919159
BG_039	5	0.6823053359985352
BG_039	6	0.015001319348812103
BG_039	7	0.4682530462741852
BG_039	8	0.37035441398620605
BG_039	9	0.8735157251358032
BG_039	10	0.07569969445466995
BG_039	11	0.718173623085022
BG_039	12	0.04179971292614937
BG_039	13	0.5010165572166443
BG_039	14	0.9813108444213867
BG_039	15	0.46953535079956055
BG_039	16	0.6600737571716309
BG_039	17	0.47651034593582153
BG_039	18	0.5481391549110413
BG_039	19	0.23584912717342377
BG_039	20	0.185118168592453
BG_039	21	0.8927999138832092
BG_039	22	0.6078234910964966
BG_039	23	0.5587155818939209
BG_039	24	0.007701799739152193
BG_039	25	0.5027306079864502
BG_039	26	0.07399123907089233
BG_039	27	0.9904614090919495
BG_044	1	0.252520889043808
BG_044	2	0.19388997554779053
BG_044	3	0.32158854603767395
BG_044	4	0.26864591240882874
BG_044	5	0.45913681387901306
BG_044	6	0.8962809443473816
BG_044	7	0.8396427631378174
BG_044	8	0.5322990417480469
BG_044	9	0.1768537014722824
BG_044	10	0.2161659151315689
BG_044	11	0.32009217143058777
BG_044	12	0.43487462401390076
BG_044	13	0.29653647541999817
BG_044	14	0.31970611214637756
BG_044	15	0.47784918546676636
BG_044	16	0.43995776772499084
BG_044	17	0.3373323976993561
BG_044	18	0.6039220094680786
BG_044	19	0.3406732678413391
BG_044	20	0.26100873947143555
BG_044	21	0.37871941924095154
BG_044	22	0.22418028116226196
BG_044	23	0.44388842582702637
BG_044	24	0.11740265786647797
BG_044	25	0.5366614460945129
BG_044	26	0.5958440899848938
BG_044	27	0.49368879199028015
BG_044	28	0.11600515991449356
BG_045	1	0.21784205734729767
BG_045	2	0.4904311001300812
BG_045	3	0.019482623785734177
BG_045	4	0.3637555241584778
BG_045	5	0.7064289450645447
BG_045	6	0.278481662273407
BG_045	7	0.6749641299247742
BG_045	8	0.31218546628952026
BG_045	9	0.7188976407051086
BG_045	10	0.40832629799842834
BG_045	11	0.717760443687439
BG_045	12	0.4852595329284668
BG_045	13	0.09420385956764221
BG_045	14	0.9433859586715698
BG_045	15	0.035408228635787964
BG_045	16	0.04740540310740471
BG_045	17	0.8518256545066833
BG_045	18	0.5272448062896729
BG_045	19	0.363822877407074
BG_045	20	0.2624945342540741
BG_045	21	0.3032996952533722
BG_045	22	0.5318403244018555
BG_045	23	0.5162144899368286
BG_045	24	0.07332233339548111
BG_045	25	0.8567996025085449
BG_045	26	0.6988072395324707
BG_045	27	0.961724042892456
BG_053	1	0.8470834493637085
BG_053	2	0.5771536827087402
BG_053	3	0.5771908760070801
BG_053	4	0.035698890686035156
BG_053	5	0.5707281231880188
BG_053	6	0.901543378829956
BG_053	7	0.5497249960899353
BG_053	8	0.7449465990066528
BG_053	9	0.6671577095985413
BG_053	10	0.6845220327377319
BG_053	11	0.48051324486732483
BG_053	12	0.6572324633598328
BG_053	13	0.7039600610733032
BG_053	14	0.6365646123886108
BG_053	15	0.8848847150802612
BG_053	16	0.03306498005986214
BG_053	17	0.8320586085319519
BG_053	18	0.3295816481113434
BG_053	19	0.5803331136703491
BG_053	20	0.7524330019950867
BG_053	21	0.41577908396720886
BG_053	22	0.8646816611289978
BG_053	23	0.6949560046195984
BG_053	24	0.9178376197814941
BG_053	25	0.2175135463476181
BG_053	26	0.16769860684871674
BG_059	1	0.3696911334991455
BG_059	2	0.6950194835662842
BG_059	3	0.7272024750709534
BG_059	4	0.8340355157852173
BG_059	5	0.5193948149681091
BG_059	6	0.5155602693557739
BG_059	7	0.24551334977149963
BG_059	8	0.18696002662181854
BG_059	9	0.4770093262195587
BG_059	10	0.45127198100090027
BG_059	11	0.5464709401130676
BG_059	12	0.49090924859046936
BG_059	13	0.6515222191810608
BG_059	14	0.029042722657322884
BG_059	15	0.2374630719423294
BG_059	16	0.5602397918701172
BG_059	17	0.1213761419057846
BG_059	18	0.16221140325069427
BG_059	19	0.25475019216537476
BG_059	20	0.7113999724388123
BG_059	21	0.8131034970283508
BG_059	22	0.07610204815864563
BG_059	23	0.7197922468185425
BG_059	24	0.6603205800056458
BG_061	1	0.8474948406219482
BG_061	2	0.472403347492218
BG_061	3	0.5801582932472229
BG_061	4	0.7676659226417542
BG_061	5	0.6776431202888489
BG_061	6	0.5570785403251648
BG_061	7	0.3126766085624695
BG_061	8	0.25831472873687744
BG_061	9	0.9342289566993713
BG_061	10	0.24057097733020782
BG_061	11	0.8922556042671204
BG_061	12	0.5581851005554199
BG_061	13	0.5543017387390137
BG_061	14	0.21312281489372253
BG_061	15	0.5833382606506348
BG_061	16	0.7591832280158997
BG_061	17	0.09685242921113968
BG_061	18	0.17493295669555664
BG_061	19	0.1105794683098793
BG_061	20	0.18540434539318085
BG_061	21	0.46233096718788147
BG_061	22	0.23699535429477692
BG_062	1	0.4431881606578827
BG_062	2	0.9050676822662354
BG_062	3	0.3645849823951721
BG_062	4	0.1633337438106537
BG_062	5	0.6675660014152527
BG_062	6	0.400587260723114
BG_062	7	0.5097447037696838
BG_062	8	0.4627377390861511
BG_062	9	0.8169138431549072
BG_062	10	0.18319988250732422
BG_062	11	0.6936596632003784
BG_062	12	0.47957971692085266
BG_062	13	0.0388912670314312
BG_062	14	0.3925783634185791
BG_062	15	0.7883070707321167
BG_062	16	0.6522977948188782
BG_062	17	0.9498688578605652
BG_062	18	0.7048699855804443
BG_062	19	0.5511269569396973
BG_062	20	0.43254613876342773
BG_062	21	0.5698615312576294
BG_062	22	0.6163248419761658
BG_062	23	0.9222490787506104
BG_062	24	0.42194005846977234
BG_062	25	0.6706075072288513
BG_062	26	0.39906230568885803
BG_062	27	0.42171046137809753
BG_062	28	0.8046449422836304
BG_062	29	0.7712715864181519
BG_062	30	0.9137079119682312
BG_062	31	0.10646593570709229
BG_062	32	0.6261684894561768
BG_065	1	0.8358261585235596
BG_065	2	0.023700926452875137
BG_065	3	0.39751118421554565
BG_065	4	0.8904168009757996
BG_065	5	0.7855218052864075
BG_065	6	0.9101868867874146
BG_065	7	0.8571963310241699
BG_065	8	0.5901424288749695
BG_065	9	0.15342620015144348
BG_065	10	0.559975266456604
BG_065	11	0.4595567286014557
BG_065	12	0.13773590326309204
BG_065	13	0.09104140847921371
BG_065	14	0.5147995948791504
BG_065	15	0.5265829563140869
BG_065	16	0.49513810873031616
BG_065	17	0.8390178084373474
BG_065	18	0.11662697792053223
BG_065	19	0.1600876748561859
BG_065	20	0.6627501845359802
BG_065	21	0.5333923697471619
BG_065	22	0.6288191080093384
BG_065	23	0.19163593649864197
BG_065	24	0.07392967492341995
BG_065	25	0.38284847140312195
BG_065	26	0.4033266305923462
BG_065	27	0.894231915473938
BG_065	28	0.5517429113388062
BG_065	29	0.3825417757034302
BG_065	30	0.36498016119003296
BG_065	31	0.2629682421684265
BG_065	32	0.13826867938041687
BG_065	33	0.11994826793670654
BG_065	34	0.5622649788856506
BG_065	35	0.335835337638855
BG_065	36	0.6005776524543762
BG_065	37	0.2234680950641632
BG_065	38	0.14635251462459564
BG_065	39	0.591508150100708
BG_095	1	0.8495364189147949
BG_095	2	0.17605116963386536
BG_095	3	0.6536133289337158
BG_095	4	0.797656774520874
BG_095	5	0.6409242749214172
BG_095	6	0.6441118717193604
BG_095	7	0.45140543580055237
BG_095	8	0.34918805956840515
BG_095	9	0.36650535464286804
BG_095	10	0.8182249069213867
BG_095	11	0.5229999423027039
BG_095	12	0.4419203996658325
BG_095	13	0.8555452823638916
BG_095	14	0.32099205255508423
BG_095	15	0.9225053787231445
BG_095	16	0.4754178822040558
BG_095	17	0.3320666253566742
BG_095	18	0.9055677056312561
BG_095	19	0.4819389283657074
BG_095	20	0.11175595968961716
BG_095	21	0.45821836590766907
BG_097	1	0.7666426301002502
BG_097	2	0.31070929765701294
BG_097	3	0.6367925405502319
BG_097	4	0.23697607219219208
BG_097	5	0.39979472756385803
BG_097	6	0.11810461431741714
BG_097	7	0.3473162353038788
BG_097	8	0.6052224636077881
BG_097	9	0.5185319185256958
BG_097	10	0.572938084602356
BG_097	11	0.5771434307098389
BG_097	12	0.9126852750778198
BG_097	13	0.8213161826133728
BG_097	14	0.5859712958335876
BG_097	15	0.7940322160720825
BG_097	16	0.4405610263347626
BG_097	17	0.5527581572532654
BG_097	18	0.7332069873809814
BG_097	19	0.718482494354248
BG_097	20	0.18667343258857727
BG_097	21	0.8039010167121887
BG_097	22	0.6966795325279236
BG_097	23	0.4775777757167816
BG_097	24	0.8366131782531738
BG_097	25	0.3301958739757538
BG_097	26	0.26393595337867737
BG_097	27	0.44878607988357544
BG_097	28	0.3685234487056732
BG_097	29	0.6527127027511597
BG_097	30	0.079437255859375
BG_097	31	0.8415064811706543
BG_097	32	0.6254338026046753
BG_106	1	0.8282649517059326
BG_106	2	0.41250738501548767
BG_106	3	0.406830370426178
BG_106	4	0.26081573963165283
BG_106	5	0.7568967342376709
BG_106	6	0.34380003809928894
BG_106	7	0.3413216173648834
BG_106	8	0.960863471031189
BG_106	9	0.9834685325622559
BG_106	10	0.5481581091880798
BG_106	11	0.5927736759185791
BG_106	12	0.5624991059303284
BG_106	13	0.15574228763580322
BG_106	14	0.5280916094779968
BG_106	15	0.43184927105903625
BG_106	16	0.7908135652542114
BG_106	17	0.5920807123184204
BG_106	18	0.5761565566062927
BG_106	19	0.5238425135612488
BG_106	20	0.5404192805290222
BG_106	21	0.47502538561820984
BG_106	22	0.1160951480269432
BG_106	23	0.4689071476459503
BG_106	24	0.6374531388282776
BG_106	25	0.6744881272315979
BG_106	26	0.5875892043113708
BG_106	27	0.7820457816123962
BG_106	28	0.7285913825035095
BG_106	29	0.6211669445037842
BG_106	30	0.48711490631103516
BG_106	31	0.2503384053707123
BG_106	32	0.7969143390655518
BG_106	33	0.7130676507949829
BG_106	34	0.5068317651748657
BG_108	1	0.5952414274215698
BG_108	2	0.5581839084625244
BG_108	3	0.2383899837732315
BG_108	4	0.958636462688446
BG_108	5	0.48307594656944275
BG_108	6	0.3749966621398926
BG_108	7	0.9312191009521484
BG_108	8	0.04640168696641922
BG_108	9	0.4927668869495392
BG_108	10	0.5873561501502991
BG_108	11	0.768909215927124
BG_108	12	0.6793471574783325
BG_108	13	0.28441494703292847
BG_108	14	0.052672140300273895
BG_108	15	0.20304791629314423
BG_108	16	0.12080997973680496
BG_108	17	0.7899953126907349
BG_108	18	0.7143193483352661
BG_108	19	0.6433525085449219
BG_108	20	0.4945383071899414
BG_108	21	0.2390921711921692
BG_108	22	0.3449808955192566
BG_112	1	0.8503803014755249
BG_112	2	0.01679336093366146
BG_112	3	0.9547852873802185
BG_112	4	0.958082914352417
BG_112	5	0.6239383816719055
BG_112	6	0.4789577126502991
BG_112	7	0.38004979491233826
BG_112	8	0.6930458545684814
BG_112	9	0.8146570324897766
BG_112	10	0.6555184125900269
BG_112	11	0.7807917594909668
BG_112	12	0.9045588374137878
BG_112	13	0.7685419321060181
BG_112	14	0.7488579750061035
BG_112	15	0.6517417430877686
BG_112	16	0.5154752135276794
BG_112	17	0.5261710286140442
BG_112	18	0.11801654100418091
BG_112	19	0.04643100127577782
BG_112	20	0.009357278235256672
BG_112	21	0.0418403185904026
BG_112	22	0.6843226552009583
BG_112	23	0.888831615447998
BG_112	24	0.9568487405776978
BG_112	25	0.8384910821914673
BG_112	26	0.6317293047904968
BG_112	27	0.09774737805128098
BG_112	28	0.872070848941803
BG_112	29	0.7619835138320923
BG_113	1	0.6408311724662781
BG_113	2	0.9809384346008301
BG_113	3	0.5401548743247986
BG_113	4	0.3400603234767914
BG_113	5	0.9570946097373962
BG_113	6	0.3653644025325775
BG_113	7	0.6243021488189697
BG_113	8	0.6016839742660522
BG_113	9	0.34589529037475586
BG_113	10	0.28253617882728577
BG_113	11	0.6492995023727417
BG_113	12	0.18870534002780914
BG_113	13	0.9040691256523132
BG_113	14	0.7630865573883057
BG_113	15	0.035672906786203384
BG_113	16	0.5236936807632446
BG_113	17	0.5246255993843079
BG_113	18	0.05847669392824173
BG_113	19	0.4496712386608124
BG_113	20	0.08654318004846573
BG_113	21	0.44035613536834717
BG_113	22	0.6425479054450989
BG_113	23	0.41860970854759216
BG_113	24	0.8964183926582336
BG_113	25	0.00868098996579647
BG_113	26	0.8319945335388184
BG_113	27	0.5035515427589417
BG_113	28	0.07570119947195053
BG_113	29	0.48028919100761414
BG_113	30	0.8713029623031616
BG_113	31	0.5417510271072388
BG_113	32	0.5216807126998901
BG_113	33	0.7591632604598999
BG_113	34	0.3756137490272522
BG_113	35	0.4617120027542114
BG_113	36	0.9236262440681458
BG_113	37	0.5191251635551453
BG_113	38	0.3757334351539612
BG_114	1	0.33914968371391296
BG_114	2	0.3103474974632263
BG_114	3	0.5241985321044922
BG_114	4	0.330452561378479
BG_114	5	0.019039006903767586
BG_114	6	0.42892658710479736
BG_114	7	0.19266436994075775
BG_114	8	0.22226807475090027
BG_114	9	0.636465311050415
BG_114	10	0.9762091040611267
BG_114	11	0.8630955815315247
BG_114	12	0.10452643036842346
BG_114	13	0.17632530629634857
BG_114	14	0.2732735872268677
BG_114	15	0.12602992355823517
BG_114	16	0.5754440426826477
BG_114	17	0.34402984380722046
BG_114	18	0.8273369073867798
BG_114	19	0.40230900049209595
BG_119	1	0.6275480389595032
BG_119	2	0.434601366519928
BG_119	3	0.46549132466316223
BG_119	4	0.4477967917919159
BG_119	5	0.9687227606773376
BG_119	6	0.5068761110305786
BG_119	7	0.6170918345451355
BG_119	8	0.1758100986480713
BG_119	9	0.9676082134246826
BG_119	10	0.35578712821006775
BG_119	11	0.4937763214111328
BG_119	12	0.3811987638473511
BG_119	13	0.19636185467243195
BG_119	14	0.557862401008606
BG_119	15	0.11982543766498566
BG_119	16	0.037234846502542496
BG_119	17	0.4796733558177948
BG_119	18	0.5988449454307556
BG_119	19	0.1498803049325943
BG_119	20	0.593288004398346
BG_119	21	0.5735598206520081
BG_119	22	0.5733222365379333
BG_119	23	0.5871281027793884
BG_119	24	0.5206358432769775
BG_121	1	0.194465771317482
BG_121	2	0.4127705991268158
BG_121	3	0.7120826244354248
BG_121	4	0.3800370395183563
BG_121	5	0.04131896421313286
BG_121	6	0.4118860960006714
BG_121	7	0.7015314102172852
BG_121	8	0.48723113536834717
BG_121	9	0.5949414372444153
BG_121	10	0.01782604120671749
BG_121	11	0.3876909613609314
BG_121	12	0.7777544856071472
BG_121	13	0.9075804352760315
BG_121	14	0.5401607155799866
BG_121	15	0.5231674313545227
BG_121	16	0.17697441577911377
BG_121	17	0.7122658491134644
BG_121	18	0.7566787004470825
BG_121	19	0.6352527737617493
BG_121	20	0.17244213819503784
BG_121	21	0.6985114812850952
BG_121	22	0.58368319272995
BG_121	23	0.20016378164291382
BG_121	24	0.9707714319229126
BG_121	25	0.4264261722564697
BG_121	26	0.46624234318733215
BG_121	27	0.148150235414505
BG_121	28	0.41337117552757263
BG_121	29	0.11656597256660461
BG_121	30	0.7875844240188599
BG_121	31	0.8166760206222534
BG_121	32	0.02271442860364914
BG_121	33	0.46411624550819397
BG_121	34	0.5641520619392395
BG_121	35	0.9044768214225769
BG_121	36	0.8608479499816895
BG_121	37	0.6164634823799133
BG_121	38	0.061079900711774826
BG_121	39	0.5933102965354919
BG_123	1	0.7827867269515991
BG_123	2	0.3225679397583008
BG_123	3	0.5866424441337585
BG_123	4	0.00862389337271452
BG_123	5	0.4256904423236847
BG_123	6	0.7149478793144226
BG_123	7	0.019479261711239815
BG_123	8	0.392697811126709
BG_123	9	0.014188464730978012
BG_123	10	0.7020079493522644
BG_123	11	0.5666754841804504
BG_123	12	0.47355690598487854
BG_123	13	0.12363763898611069
BG_123	14	0.954016387462616
BG_123	15	0.6393507719039917
BG_123	16	0.3864659070968628
BG_123	17	0.6174697875976562
BG_123	18	0.5522372722625732
BG_123	19	0.1172882691025734
BG_123	20	0.5522171854972839
BG_123	21	0.5115443468093872
BG_123	22	0.06379454582929611
BG_123	23	0.597966194152832
BG_123	24	0.09708692878484726
BG_123	25	0.7047078609466553
BG_123	26	0.24857456982135773
BG_123	27	0.9253420829772949
BG_123	28	0.6602278351783752
BG_123	29	0.7564654350280762
BG_123	30	0.39089637994766235
BG_123	31	0.3818788528442383
BG_123	32	0.0419788584113121
BG_134	1	0.33465513586997986
BG_134	2	0.44527655839920044
BG_134	3	0.29256486892700195
BG_134	4	0.4097115397453308
BG_134	5	0.44297149777412415
BG_134	6	0.6459853649139404
BG_134	7	0.33010268211364746
BG_134	8	0.44512611627578735
BG_134	9	0.3492691218852997
BG_134	10	0.40652012825012207
BG_134	11	0.2612845301628113
BG_134	12	0.6898717880249023
BG_134	13	0.3249487578868866
BG_134	14	0.7447424530982971
BG_134	15	0.33359017968177795
BG_134	16	0.7797199487686157
BG_134	17	0.36112579703330994
BG_134	18	0.3720933198928833
BG_134	19	0.43771958351135254
BG_134	20	0.4055136442184448
BG_134	21	0.4816470742225647
BG_134	22	0.6863553524017334
BG_134	23	0.826021134853363
BG_134	24	0.4533575475215912
BG_134	25	0.4557036757469177
BG_134	26	0.46709388494491577
BG_134	27	0.31823697686195374
BG_134	28	0.4288724660873413
BG_149	1	0.8942033052444458
BG_149	2	0.9373507499694824
BG_149	3	0.850339949131012
BG_149	4	0.39830857515335083
BG_149	5	0.16085363924503326
BG_149	6	0.9640887975692749
BG_149	7	0.7544945478439331
BG_149	8	0.4799712896347046
BG_149	9	0.521767258644104
BG_149	10	0.7307626008987427
BG_149	11	0.9190148115158081
BG_149	12	0.2809563875198364
BG_149	13	0.717214822769165
BG_149	14	0.5401908755302429
BG_149	15	0.5830544829368591
BG_149	16	0.4389815032482147
BG_149	17	0.5018057227134705
BG_149	18	0.1968662291765213
BG_157	1	0.06569534540176392
BG_157	2	0.8078669309616089
BG_157	3	0.83626788854599
BG_157	4	0.42702025175094604
BG_157	5	0.9103844165802002
BG_157	6	0.5302737951278687
BG_157	7	0.9271596074104309
BG_157	8	0.7912355661392212
BG_157	9	0.2837160527706146
BG_157	10	0.09490500390529633
BG_157	11	0.26956260204315186
BG_157	12	0.9388178586959839
BG_157	13	0.6873170137405396
BG_157	14	0.9866772890090942
BG_157	15	0.36903849244117737
BG_157	16	0.3489186763763428
BG_157	17	0.5645769238471985
BG_157	18	0.7613155841827393
BG_157	19	0.6689432859420776
BG_157	20	0.022048523649573326
BG_157	21	0.05385008081793785
BG_157	22	0.8544167280197144
BG_157	23	0.09562905132770538
BG_157	24	0.5987414121627808
BG_157	25	0.793306291103363
BG_157	26	0.5480535626411438
BG_157	27	0.7847349643707275
BG_162	1	0.3089151382446289
BG_162	2	0.6531651616096497
BG_162	3	0.04366843029856682
BG_162	4	0.7118232250213623
BG_162	5	0.19842514395713806
BG_162	6	0.2869778871536255
BG_162	7	0.9389023184776306
BG_162	8	0.5977835059165955
BG_162	9	0.22504951059818268
BG_162	10	0.694150447845459
BG_162	11	0.453509658575058
BG_162	12	0.25370290875434875
BG_162	13	0.3522457778453827
BG_162	14	0.2058829367160797
