Word,total_occurrences,misclassified_occurrences,misclassification_percentage
ethereum,6,2,33.33333333333333
farming,3,1,33.33333333333333
foods,6,2,33.33333333333333
mushroom,3,1,33.33333333333333
enact,3,1,33.33333333333333
emergencies,3,1,33.33333333333333
warplanes,3,1,33.33333333333333
defense,78,26,33.33333333333333
click,3,1,33.33333333333333
credible,3,1,33.33333333333333
corps,3,1,33.33333333333333
segments,6,2,33.33333333333333
behaviors,3,1,33.33333333333333
gen,3,1,33.33333333333333
1989,6,2,33.33333333333333
hsan,3,1,33.33333333333333
tracking,6,2,33.33333333333333
contained,6,2,33.33333333333333
freight,3,1,33.33333333333333
achieved,33,11,33.33333333333333
corporation,3,1,33.33333333333333
observation,3,1,33.33333333333333
redistribution,3,1,33.33333333333333
cancelled,6,2,33.33333333333333
utilize,3,1,33.33333333333333
nationalist,6,2,33.33333333333333
spiritual,6,2,33.33333333333333
feast,3,1,33.33333333333333
saint,3,1,33.33333333333333
rounds,3,1,33.33333333333333
ship,12,4,33.33333333333333
reset,3,1,33.33333333333333
gökçen,6,2,33.33333333333333
op,3,1,33.33333333333333
childish,3,1,33.33333333333333
approve,9,3,33.33333333333333
connects,3,1,33.33333333333333
pioneering,3,1,33.33333333333333
exemptions,3,1,33.33333333333333
image,24,8,33.33333333333333
sidelines,6,2,33.33333333333333
skyrocketing,3,1,33.33333333333333
hat,3,1,33.33333333333333
missiles,12,4,33.33333333333333
absent,6,2,33.33333333333333
feeding,3,1,33.33333333333333
topical,3,1,33.33333333333333
petar,3,1,33.33333333333333
revealing,3,1,33.33333333333333
drying,3,1,33.33333333333333
angelov,3,1,33.33333333333333
eco,6,2,33.33333333333333
economics,9,3,33.33333333333333
piraeus,3,1,33.33333333333333
luck,3,1,33.33333333333333
materialize,3,1,33.33333333333333
evaluate,3,1,33.33333333333333
acceptance,6,2,33.33333333333333
amendments,6,2,33.33333333333333
domain,3,1,33.33333333333333
properly,12,4,33.33333333333333
forefront,6,2,33.33333333333333
expanding,12,4,33.33333333333333
jams,3,1,33.33333333333333
trieste,3,1,33.33333333333333
micheli,3,1,33.33333333333333
raised,30,10,33.33333333333333
expressing,3,1,33.33333333333333
mohan,6,2,33.33333333333333
censorship,3,1,33.33333333333333
opinions,9,3,33.33333333333333
govern,3,1,33.33333333333333
plaster,3,1,33.33333333333333
piles,3,1,33.33333333333333
trainees,3,1,33.33333333333333
wideband,3,1,33.33333333333333
interference,6,2,33.33333333333333
volunteered,3,1,33.33333333333333
signature,6,2,33.33333333333333
delaying,3,1,33.33333333333333
hole,3,1,33.33333333333333
down,102,34,33.33333333333333
soriot,3,1,33.33333333333333
relay,3,1,33.33333333333333
backfire,3,1,33.33333333333333
familiar,9,3,33.33333333333333
brownsville,3,1,33.33333333333333
feature,3,1,33.33333333333333
chania,3,1,33.33333333333333
thread,3,1,33.33333333333333
zouraris,3,1,33.33333333333333
assuming,6,2,33.33333333333333
seemingly,3,1,33.33333333333333
interfaces,3,1,33.33333333333333
chandelier,3,1,33.33333333333333
critics,6,2,33.33333333333333
truthfulness,3,1,33.33333333333333
wealthy,3,1,33.33333333333333
semitic,3,1,33.33333333333333
proclaimed,3,1,33.33333333333333
replied,15,5,33.33333333333333
outreach,3,1,33.33333333333333
aserc,3,1,33.33333333333333
workshop,3,1,33.33333333333333
promises,12,4,33.33333333333333
logging,3,1,33.33333333333333
doctorate,3,1,33.33333333333333
vld,3,1,33.33333333333333
bull,6,2,33.33333333333333
rhino,6,2,33.33333333333333
crazy,6,2,33.33333333333333
hook,3,1,33.33333333333333
muslim,9,3,33.33333333333333
masked,3,1,33.33333333333333
assembly,45,15,33.33333333333333
accompany,3,1,33.33333333333333
necessary,105,35,33.33333333333333
influenced,3,1,33.33333333333333
petercam,3,1,33.33333333333333
degroof,3,1,33.33333333333333
segal,3,1,33.33333333333333
36,15,5,33.33333333333333
kilos,3,1,33.33333333333333
kilograms,3,1,33.33333333333333
428,3,1,33.33333333333333
bershara,3,1,33.33333333333333
needle,3,1,33.33333333333333
labeled,3,1,33.33333333333333
clumeck,3,1,33.33333333333333
probably,36,12,33.33333333333333
associates,3,1,33.33333333333333
pillar,9,3,33.33333333333333
dedicated,15,5,33.33333333333333
barring,3,1,33.33333333333333
declared,24,8,33.33333333333333
vanlife,3,1,33.33333333333333
grows,3,1,33.33333333333333
cosmetics,3,1,33.33333333333333
phantom,3,1,33.33333333333333
aurélie,3,1,33.33333333333333
nigeria,3,1,33.33333333333333
mm,3,1,33.33333333333333
illustrates,3,1,33.33333333333333
aligned,3,1,33.33333333333333
retain,3,1,33.33333333333333
spite,3,1,33.33333333333333
lord,3,1,33.33333333333333
nowhere,3,1,33.33333333333333
wuhan,3,1,33.33333333333333
weapon,15,5,33.33333333333333
contagion,3,1,33.33333333333333
unspecified,3,1,33.33333333333333
fighters,15,5,33.33333333333333
2026,9,3,33.33333333333333
preservation,9,3,33.33333333333333
formally,3,1,33.33333333333333
massively,3,1,33.33333333333333
shipping,3,1,33.33333333333333
dispute,9,3,33.33333333333333
beaten,6,2,33.33333333333333
77,3,1,33.33333333333333
despicable,3,1,33.33333333333333
compliant,6,2,33.33333333333333
royals,3,1,33.33333333333333
resorted,3,1,33.33333333333333
rapprochement,3,1,33.33333333333333
vg,3,1,33.33333333333333
lesser,3,1,33.33333333333333
converting,3,1,33.33333333333333
appreciate,3,1,33.33333333333333
affair,6,2,33.33333333333333
aegon,3,1,33.33333333333333
berge,3,1,33.33333333333333
twelve,6,2,33.33333333333333
boulevard,3,1,33.33333333333333
devoted,3,1,33.33333333333333
renovated,3,1,33.33333333333333
couple,12,4,33.33333333333333
benefited,6,2,33.33333333333333
rush,3,1,33.33333333333333
pakistan,3,1,33.33333333333333
cleared,3,1,33.33333333333333
paltrow,9,3,33.33333333333333
brazil,6,2,33.33333333333333
electrodes,3,1,33.33333333333333
bruinsma,6,2,33.33333333333333
unleash,3,1,33.33333333333333
theft,3,1,33.33333333333333
marrone,3,1,33.33333333333333
eurasia,3,1,33.33333333333333
organizations,51,17,33.33333333333333
deforestation,3,1,33.33333333333333
engagement,3,1,33.33333333333333
urbain,3,1,33.33333333333333
festy,3,1,33.33333333333333
heels,3,1,33.33333333333333
pen,6,2,33.33333333333333
voluntary,6,2,33.33333333333333
donate,3,1,33.33333333333333
fan,3,1,33.33333333333333
embrace,3,1,33.33333333333333
overturn,6,2,33.33333333333333
perspectives,3,1,33.33333333333333
fsa,3,1,33.33333333333333
exciting,9,3,33.33333333333333
karate,3,1,33.33333333333333
certifying,3,1,33.33333333333333
pascal,3,1,33.33333333333333
mueller,3,1,33.33333333333333
emirates,12,4,33.33333333333333
prevalence,3,1,33.33333333333333
scrapping,3,1,33.33333333333333
enhancement,3,1,33.33333333333333
emotions,3,1,33.33333333333333
itn,3,1,33.33333333333333
robots,3,1,33.33333333333333
struck,3,1,33.33333333333333
slowdown,6,2,33.33333333333333
1998,3,1,33.33333333333333
apprentices,3,1,33.33333333333333
paths,6,2,33.33333333333333
sixty,3,1,33.33333333333333
wto,3,1,33.33333333333333
interview,42,14,33.33333333333333
master,18,6,33.33333333333333
realized,18,6,33.33333333333333
mrs,3,1,33.33333333333333
snezhana,3,1,33.33333333333333
apostolova,3,1,33.33333333333333
merit,6,2,33.33333333333333
immediately,45,15,33.33333333333333
singer,6,2,33.33333333333333
germans,6,2,33.33333333333333
neurology,3,1,33.33333333333333
payroll,3,1,33.33333333333333
am,63,21,33.33333333333333
excessively,3,1,33.33333333333333
peers,3,1,33.33333333333333
pneumonia,3,1,33.33333333333333
viable,3,1,33.33333333333333
calculation,6,2,33.33333333333333
recep,24,8,33.33333333333333
gift,3,1,33.33333333333333
mone,3,1,33.33333333333333
utilizing,3,1,33.33333333333333
scorpion,3,1,33.33333333333333
automobile,9,3,33.33333333333333
basias,3,1,33.33333333333333
revise,3,1,33.33333333333333
toxic,3,1,33.33333333333333
234,3,1,33.33333333333333
fighting,27,9,33.33333333333333
id,18,6,33.33333333333333
catherine,3,1,33.33333333333333
inspectorate,3,1,33.33333333333333
leakage,3,1,33.33333333333333
aspect,3,1,33.33333333333333
relaxation,3,1,33.33333333333333
pathway,3,1,33.33333333333333
elimination,9,3,33.33333333333333
fratelli,3,1,33.33333333333333
retort,3,1,33.33333333333333
exclusive,6,2,33.33333333333333
vaccinate,3,1,33.33333333333333
lists,3,1,33.33333333333333
leaking,3,1,33.33333333333333
atomic,3,1,33.33333333333333
archaic,3,1,33.33333333333333
identify,18,6,33.33333333333333
generate,3,1,33.33333333333333
characteristics,6,2,33.33333333333333
stefano,6,2,33.33333333333333
limits,15,5,33.33333333333333
cures,3,1,33.33333333333333
cardiovascular,3,1,33.33333333333333
premature,3,1,33.33333333333333
grammar,3,1,33.33333333333333
endowment,3,1,33.33333333333333
schimke,3,1,33.33333333333333
develop,42,14,33.33333333333333
230,3,1,33.33333333333333
condemnation,3,1,33.33333333333333
sushi,3,1,33.33333333333333
turin,6,2,33.33333333333333
paddy,3,1,33.33333333333333
99,6,2,33.33333333333333
adyen,3,1,33.33333333333333
asmi,3,1,33.33333333333333
sacrificed,3,1,33.33333333333333
ammunition,9,3,33.33333333333333
sergei,6,2,33.33333333333333
accept,21,7,33.33333333333333
complaints,12,4,33.33333333333333
remembrance,3,1,33.33333333333333
brindisi,3,1,33.33333333333333
aism,3,1,33.33333333333333
foreseen,3,1,33.33333333333333
liter,3,1,33.33333333333333
valuable,12,4,33.33333333333333
meta,3,1,33.33333333333333
bay,6,2,33.33333333333333
advancing,3,1,33.33333333333333
disadvantaged,6,2,33.33333333333333
aerial,3,1,33.33333333333333
rugby,3,1,33.33333333333333
cleaner,3,1,33.33333333333333
sizes,3,1,33.33333333333333
defends,9,3,33.33333333333333
eddie,3,1,33.33333333333333
attempt,36,12,33.33333333333333
falsification,3,1,33.33333333333333
tranche,6,2,33.33333333333333
deloitte,3,1,33.33333333333333
problematic,3,1,33.33333333333333
headed,12,4,33.33333333333333
fatal,3,1,33.33333333333333
phased,3,1,33.33333333333333
written,27,9,33.33333333333333
homeless,3,1,33.33333333333333
100th,3,1,33.33333333333333
oklahoma,3,1,33.33333333333333
accommodated,3,1,33.33333333333333
formerly,3,1,33.33333333333333
neptunia,3,1,33.33333333333333
tub,3,1,33.33333333333333
nuts,3,1,33.33333333333333
threaten,12,4,33.33333333333333
cryptocurrency,3,1,33.33333333333333
devotes,3,1,33.33333333333333
handful,3,1,33.33333333333333
plants,48,16,33.33333333333333
apel,3,1,33.33333333333333
controlled,9,3,33.33333333333333
popular,18,6,33.33333333333333
identifying,3,1,33.33333333333333
boeing,12,4,33.33333333333333
delicate,3,1,33.33333333333333
defiant,3,1,33.33333333333333
engineer,3,1,33.33333333333333
sharing,18,6,33.33333333333333
pierre,6,2,33.33333333333333
champions,6,2,33.33333333333333
chance,27,9,33.33333333333333
forbes,3,1,33.33333333333333
notices,3,1,33.33333333333333
honoring,3,1,33.33333333333333
île,3,1,33.33333333333333
babich,3,1,33.33333333333333
habitat,3,1,33.33333333333333
drastically,3,1,33.33333333333333
swift,3,1,33.33333333333333
devastated,3,1,33.33333333333333
muscles,3,1,33.33333333333333
delikan,3,1,33.33333333333333
robust,3,1,33.33333333333333
personality,6,2,33.33333333333333
vapor,3,1,33.33333333333333
prisoners,9,3,33.33333333333333
unpaid,3,1,33.33333333333333
checks,15,5,33.33333333333333
lilly,6,2,33.33333333333333
inhospitable,3,1,33.33333333333333
orbits,3,1,33.33333333333333
ali,12,4,33.33333333333333
assimilation,3,1,33.33333333333333
agreeing,3,1,33.33333333333333
reign,3,1,33.33333333333333
pays,15,5,33.33333333333333
athletes,6,2,33.33333333333333
fails,6,2,33.33333333333333
unvaccinated,6,2,33.33333333333333
b1,3,1,33.33333333333333
annulment,3,1,33.33333333333333
prevails,3,1,33.33333333333333
shifts,3,1,33.33333333333333
roma,6,2,33.33333333333333
aboutaleb,3,1,33.33333333333333
turks,6,2,33.33333333333333
sake,6,2,33.33333333333333
unsafe,3,1,33.33333333333333
herself,15,5,33.33333333333333
gechev,3,1,33.33333333333333
expressed,45,15,33.33333333333333
pompeo,9,3,33.33333333333333
surfaces,9,3,33.33333333333333
nasa,6,2,33.33333333333333
ease,6,2,33.33333333333333
repeated,12,4,33.33333333333333
commons,3,1,33.33333333333333
çankırı,3,1,33.33333333333333
mixed,6,2,33.33333333333333
meddling,3,1,33.33333333333333
announces,6,2,33.33333333333333
kinal,6,2,33.33333333333333
sergey,3,1,33.33333333333333
layoffs,3,1,33.33333333333333
ngos,6,2,33.33333333333333
weekends,3,1,33.33333333333333
champion,6,2,33.33333333333333
smail,6,2,33.33333333333333
negotiating,9,3,33.33333333333333
prospects,6,2,33.33333333333333
comfort,3,1,33.33333333333333
eesti,9,3,33.33333333333333
esa,3,1,33.33333333333333
enrich,3,1,33.33333333333333
walks,3,1,33.33333333333333
alongside,12,4,33.33333333333333
preferred,9,3,33.33333333333333
speed,24,8,33.33333333333333
affordable,9,3,33.33333333333333
leaves,6,2,33.33333333333333
math,3,1,33.33333333333333
insulate,3,1,33.33333333333333
deplored,3,1,33.33333333333333
hubs,3,1,33.33333333333333
iraq,27,9,33.33333333333333
tidal,3,1,33.33333333333333
renewables,3,1,33.33333333333333
beds,9,3,33.33333333333333
converge,3,1,33.33333333333333
dozens,15,5,33.33333333333333
ers,3,1,33.33333333333333
responsibly,3,1,33.33333333333333
facing,27,9,33.33333333333333
leftist,6,2,33.33333333333333
exposes,3,1,33.33333333333333
eastmed,3,1,33.33333333333333
cries,3,1,33.33333333333333
accountable,6,2,33.33333333333333
directed,6,2,33.33333333333333
forever,3,1,33.33333333333333
karai,3,1,33.33333333333333
taste,6,2,33.33333333333333
moves,12,4,33.33333333333333
replacement,6,2,33.33333333333333
reaffirm,3,1,33.33333333333333
revival,6,2,33.33333333333333
criticizing,3,1,33.33333333333333
inappropriate,3,1,33.33333333333333
backpack,3,1,33.33333333333333
parent,3,1,33.33333333333333
speech,51,17,33.33333333333333
considerably,3,1,33.33333333333333
sylvana,3,1,33.33333333333333
discretion,3,1,33.33333333333333
judged,3,1,33.33333333333333
bağış,3,1,33.33333333333333
coexistence,3,1,33.33333333333333
populations,6,2,33.33333333333333
heritage,12,4,33.33333333333333
kostadin,3,1,33.33333333333333
packaging,3,1,33.33333333333333
biography,3,1,33.33333333333333
immediate,39,13,33.33333333333333
kindergarten,3,1,33.33333333333333
richest,3,1,33.33333333333333
struggling,6,2,33.33333333333333
variant,9,3,33.33333333333333
totaling,3,1,33.33333333333333
ahmed,3,1,33.33333333333333
symbolizes,3,1,33.33333333333333
féin,3,1,33.33333333333333
approaches,6,2,33.33333333333333
careers,3,1,33.33333333333333
shortages,9,3,33.33333333333333
passengers,9,3,33.33333333333333
thinking,18,6,33.33333333333333
21st,6,2,33.33333333333333
brief,3,1,33.33333333333333
leaflets,3,1,33.33333333333333
discharged,3,1,33.33333333333333
pioneers,3,1,33.33333333333333
cengiz,3,1,33.33333333333333
aiuti,3,1,33.33333333333333
abraham,3,1,33.33333333333333
artillery,6,2,33.33333333333333
fleeing,9,3,33.33333333333333
exacerbated,3,1,33.33333333333333
boyle,6,2,33.33333333333333
onto,6,2,33.33333333333333
thanked,9,3,33.33333333333333
startup,3,1,33.33333333333333
jolie,9,3,33.33333333333333
encouragement,3,1,33.33333333333333
entered,18,6,33.33333333333333
comply,15,5,33.33333333333333
tomic,6,2,33.33333333333333
a400m,6,2,33.33333333333333
accompanying,3,1,33.33333333333333
honor,9,3,33.33333333333333
dematerialized,3,1,33.33333333333333
caught,12,4,33.33333333333333
supremacist,3,1,33.33333333333333
predecessor,3,1,33.33333333333333
appearing,3,1,33.33333333333333
broadcasting,3,1,33.33333333333333
circles,6,2,33.33333333333333
rabiot,3,1,33.33333333333333
aslan,3,1,33.33333333333333
interface,3,1,33.33333333333333
04,6,2,33.33333333333333
stormy,3,1,33.33333333333333
1984,3,1,33.33333333333333
knowingly,3,1,33.33333333333333
attempted,6,2,33.33333333333333
min,3,1,33.33333333333333
box,9,3,33.33333333333333
miller,6,2,33.33333333333333
questioned,6,2,33.33333333333333
deportations,3,1,33.33333333333333
publish,3,1,33.33333333333333
bury,3,1,33.33333333333333
managerial,3,1,33.33333333333333
330,3,1,33.33333333333333
legislators,3,1,33.33333333333333
italians,3,1,33.33333333333333
p,18,6,33.33333333333333
policemen,3,1,33.33333333333333
happening,18,6,33.33333333333333
virus,63,21,33.33333333333333
interceptions,3,1,33.33333333333333
elderly,33,11,33.33333333333333
swing,3,1,33.33333333333333
textbooks,3,1,33.33333333333333
transcript,3,1,33.33333333333333
rapporteur,3,1,33.33333333333333
easily,18,6,33.33333333333333
amélie,3,1,33.33333333333333
professionalism,3,1,33.33333333333333
rings,3,1,33.33333333333333
magnificent,3,1,33.33333333333333
harms,6,2,33.33333333333333
9th,3,1,33.33333333333333
6th,3,1,33.33333333333333
mars,3,1,33.33333333333333
cop27,3,1,33.33333333333333
selling,6,2,33.33333333333333
embarrassed,3,1,33.33333333333333
co2,21,7,33.33333333333333
newco,6,2,33.33333333333333
completes,3,1,33.33333333333333
enforcing,3,1,33.33333333333333
photographers,3,1,33.33333333333333
license,6,2,33.33333333333333
relative,3,1,33.33333333333333
divisions,3,1,33.33333333333333
miccoli,3,1,33.33333333333333
dependency,3,1,33.33333333333333
justify,3,1,33.33333333333333
pürstl,3,1,33.33333333333333
purchased,3,1,33.33333333333333
convincing,3,1,33.33333333333333
houses,15,5,33.33333333333333
fuels,15,5,33.33333333333333
anticipated,6,2,33.33333333333333
confidentiality,3,1,33.33333333333333
representatives,54,18,33.33333333333333
dealt,6,2,33.33333333333333
weakened,6,2,33.33333333333333
imported,3,1,33.33333333333333
undeclared,3,1,33.33333333333333
councillor,6,2,33.33333333333333
repeal,3,1,33.33333333333333
licenses,6,2,33.33333333333333
rennes,3,1,33.33333333333333
destructive,3,1,33.33333333333333
forgive,3,1,33.33333333333333
slogans,3,1,33.33333333333333
fatherland,3,1,33.33333333333333
albeit,6,2,33.33333333333333
emphasize,3,1,33.33333333333333
securities,3,1,33.33333333333333
alpha,3,1,33.33333333333333
torch,3,1,33.33333333333333
differently,6,2,33.33333333333333
invaded,3,1,33.33333333333333
crowds,3,1,33.33333333333333
blacklist,3,1,33.33333333333333
morbidity,3,1,33.33333333333333
balad,3,1,33.33333333333333
distress,3,1,33.33333333333333
hebrew,3,1,33.33333333333333
extension,9,3,33.33333333333333
verhenne,3,1,33.33333333333333
finish,6,2,33.33333333333333
friendly,15,5,33.33333333333333
weighed,3,1,33.33333333333333
randstad,3,1,33.33333333333333
hearings,3,1,33.33333333333333
excluding,3,1,33.33333333333333
mahdi,6,2,33.33333333333333
wrote,48,16,33.33333333333333
predicts,3,1,33.33333333333333
lombardy,3,1,33.33333333333333
stations,24,8,33.33333333333333
travelling,3,1,33.33333333333333
deprive,3,1,33.33333333333333
leaked,3,1,33.33333333333333
helicopter,3,1,33.33333333333333
eleven,3,1,33.33333333333333
forcibly,6,2,33.33333333333333
cashless,3,1,33.33333333333333
seats,12,4,33.33333333333333
integrity,12,4,33.33333333333333
coat,3,1,33.33333333333333
forgetting,3,1,33.33333333333333
taz,3,1,33.33333333333333
olympic,6,2,33.33333333333333
imminent,6,2,33.33333333333333
suggest,9,3,33.33333333333333
plausible,3,1,33.33333333333333
corresponds,3,1,33.33333333333333
administrations,3,1,33.33333333333333
letters,6,2,33.33333333333333
rushing,3,1,33.33333333333333
welcome,12,4,33.33333333333333
send,27,9,33.33333333333333
measures,142,47,33.098591549295776
must,318,105,33.0188679245283
climate,194,64,32.98969072164948
stated,91,30,32.967032967032964
ensure,88,29,32.95454545454545
started,67,22,32.83582089552239
able,119,39,32.773109243697476
consumers,58,19,32.758620689655174
ministers,55,18,32.72727272727273
products,52,17,32.69230769230769
solution,52,17,32.69230769230769
talks,52,17,32.69230769230769
apply,52,17,32.69230769230769
trying,52,17,32.69230769230769
doing,49,16,32.6530612244898
way,236,77,32.6271186440678
employees,89,29,32.58426966292135
rights,132,43,32.57575757575758
experts,43,14,32.55813953488372
budget,86,28,32.55813953488372
teachers,83,27,32.53012048192771
borders,40,13,32.5
science,40,13,32.5
american,80,26,32.5
required,40,13,32.5
does,191,62,32.460732984293195
creation,37,12,32.432432432432435
un,37,12,32.432432432432435
wave,37,12,32.432432432432435
mediterranean,34,11,32.35294117647059
read,34,11,32.35294117647059
tomorrow,34,11,32.35294117647059
showed,34,11,32.35294117647059
expect,34,11,32.35294117647059
hands,34,11,32.35294117647059
etc,34,11,32.35294117647059
our,813,263,32.349323493234934
turkish,96,31,32.29166666666667
minimum,62,20,32.25806451612903
egypt,31,10,32.25806451612903
problems,93,30,32.25806451612903
critical,31,10,32.25806451612903
without,211,68,32.22748815165877
things,90,29,32.22222222222222
syrian,28,9,32.142857142857146
salary,28,9,32.142857142857146
judicial,28,9,32.142857142857146
wing,28,9,32.142857142857146
presence,28,9,32.142857142857146
trust,28,9,32.142857142857146
reasons,28,9,32.142857142857146
hit,28,9,32.142857142857146
residents,53,17,32.075471698113205
respect,53,17,32.075471698113205
introduced,25,8,32.0
programs,25,8,32.0
relations,50,16,32.0
effect,50,16,32.0
agricultural,25,8,32.0
large,100,32,32.0
goes,25,8,32.0
officers,50,16,32.0
fire,47,15,31.914893617021278
working,154,49,31.818181818181817
exit,22,7,31.818181818181817
sustainability,22,7,31.818181818181817
estimates,22,7,31.818181818181817
type,22,7,31.818181818181817
owners,22,7,31.818181818181817
super,22,7,31.818181818181817
software,22,7,31.818181818181817
citizen,22,7,31.818181818181817
area,107,34,31.775700934579437
police,167,53,31.736526946107784
weapons,60,19,31.666666666666664
families,60,19,31.666666666666664
italian,79,25,31.645569620253166
belgian,19,6,31.57894736842105
method,19,6,31.57894736842105
total,95,30,31.57894736842105
workplaces,19,6,31.57894736842105
photo,19,6,31.57894736842105
communist,19,6,31.57894736842105
name,38,12,31.57894736842105
28,19,6,31.57894736842105
active,38,12,31.57894736842105
transformation,19,6,31.57894736842105
option,38,12,31.57894736842105
strengthened,19,6,31.57894736842105
soon,57,18,31.57894736842105
officials,57,18,31.57894736842105
greatest,19,6,31.57894736842105
humanitarian,19,6,31.57894736842105
ministry,165,52,31.515151515151512
beginning,54,17,31.48148148148148
agreement,140,44,31.428571428571427
red,35,11,31.428571428571427
taxes,35,11,31.428571428571427
community,86,27,31.3953488372093
great,99,31,31.313131313131315
opening,48,15,31.25
data,112,35,31.25
mind,16,5,31.25
addressed,16,5,31.25
dates,16,5,31.25
coordination,16,5,31.25
proceedings,16,5,31.25
becker,16,5,31.25
publication,16,5,31.25
safety,32,10,31.25
entrepreneurs,16,5,31.25
beautiful,16,5,31.25
aim,32,10,31.25
technological,32,10,31.25
mexico,16,5,31.25
recommendations,32,10,31.25
nations,32,10,31.25
release,32,10,31.25
examination,16,5,31.25
spoke,32,10,31.25
voted,16,5,31.25
room,32,10,31.25
prepare,16,5,31.25
invited,16,5,31.25
formed,16,5,31.25
tv,16,5,31.25
child,48,15,31.25
wife,16,5,31.25
established,48,15,31.25
strong,77,24,31.16883116883117
car,74,23,31.08108108108108
2030,29,9,31.03448275862069
comments,29,9,31.03448275862069
increasingly,29,9,31.03448275862069
goal,58,18,31.03448275862069
operations,29,9,31.03448275862069
played,29,9,31.03448275862069
train,29,9,31.03448275862069
possibility,42,13,30.952380952380953
change,152,47,30.92105263157895
society,110,34,30.909090909090907
opportunity,68,21,30.88235294117647
hand,81,25,30.864197530864196
england,13,4,30.76923076923077
hour,26,8,30.76923076923077
c,13,4,30.76923076923077
additional,65,20,30.76923076923077
loyalty,13,4,30.76923076923077
transmission,13,4,30.76923076923077
similar,52,16,30.76923076923077
washington,39,12,30.76923076923077
lng,13,4,30.76923076923077
organisation,13,4,30.76923076923077
female,13,4,30.76923076923077
paris,39,12,30.76923076923077
tons,13,4,30.76923076923077
mainly,39,12,30.76923076923077
passing,13,4,30.76923076923077
stay,26,8,30.76923076923077
withdrawal,13,4,30.76923076923077
articles,13,4,30.76923076923077
adds,13,4,30.76923076923077
gathered,13,4,30.76923076923077
collection,13,4,30.76923076923077
emission,13,4,30.76923076923077
experiencing,13,4,30.76923076923077
restore,13,4,30.76923076923077
zheng,13,4,30.76923076923077
situations,13,4,30.76923076923077
doubt,13,4,30.76923076923077
experienced,26,8,30.76923076923077
die,13,4,30.76923076923077
courts,13,4,30.76923076923077
heads,13,4,30.76923076923077
limited,39,12,30.76923076923077
diversity,13,4,30.76923076923077
prevented,13,4,30.76923076923077
headquarters,13,4,30.76923076923077
activation,13,4,30.76923076923077
restaurant,13,4,30.76923076923077
jan,13,4,30.76923076923077
temperatures,13,4,30.76923076923077
peter,13,4,30.76923076923077
helping,13,4,30.76923076923077
diplomacy,13,4,30.76923076923077
talents,13,4,30.76923076923077
tayyip,26,8,30.76923076923077
expression,13,4,30.76923076923077
international,179,55,30.726256983240223
open,127,39,30.708661417322837
start,88,27,30.681818181818183
each,124,38,30.64516129032258
complete,36,11,30.555555555555557
includes,36,11,30.555555555555557
21,36,11,30.555555555555557
future,167,51,30.538922155688624
heart,23,7,30.434782608695656
strengthening,23,7,30.434782608695656
conduct,23,7,30.434782608695656
seeking,23,7,30.434782608695656
samsun,23,7,30.434782608695656
burden,23,7,30.434782608695656
provided,46,14,30.434782608695656
requested,23,7,30.434782608695656
gong,46,14,30.434782608695656
technologies,33,10,30.303030303030305
reduced,33,10,30.303030303030305
killed,33,10,30.303030303030305
housing,43,13,30.23255813953488
cancer,53,16,30.18867924528302
conflict,53,16,30.18867924528302
act,83,25,30.120481927710845
losses,10,3,30.0
refers,10,3,30.0
hall,10,3,30.0
chosen,10,3,30.0
initiatives,10,3,30.0
rape,10,3,30.0
aside,10,3,30.0
trains,10,3,30.0
difficulties,20,6,30.0
tree,10,3,30.0
minority,10,3,30.0
excessive,10,3,30.0
2010,10,3,30.0
kinds,20,6,30.0
roman,10,3,30.0
driven,10,3,30.0
visible,10,3,30.0
tl,20,6,30.0
dependent,10,3,30.0
francesco,10,3,30.0
cyber,10,3,30.0
44,10,3,30.0
eliminate,10,3,30.0
contrary,20,6,30.0
alert,10,3,30.0
obligation,10,3,30.0
meaning,20,6,30.0
newspapers,10,3,30.0
governing,10,3,30.0
tariff,10,3,30.0
facilities,40,12,30.0
finished,10,3,30.0
tekirdağ,10,3,30.0
productive,10,3,30.0
lender,10,3,30.0
minute,10,3,30.0
detained,10,3,30.0
markus,10,3,30.0
hot,20,6,30.0
largely,20,6,30.0
smugglers,10,3,30.0
immigration,30,9,30.0
rome,10,3,30.0
2003,10,3,30.0
meantime,10,3,30.0
obliged,10,3,30.0
regard,20,6,30.0
pain,10,3,30.0
johnson,20,6,30.0
boy,10,3,30.0
decrease,10,3,30.0
authorized,10,3,30.0
apart,20,6,30.0
neighboring,10,3,30.0
class,30,9,30.0
combination,10,3,30.0
sabotage,10,3,30.0
defend,20,6,30.0
68,10,3,30.0
paul,10,3,30.0
focused,20,6,30.0
gets,10,3,30.0
diesel,10,3,30.0
thank,10,3,30.0
existential,10,3,30.0
freedoms,10,3,30.0
acting,10,3,30.0
tired,10,3,30.0
asset,20,6,30.0
advisor,10,3,30.0
defeat,10,3,30.0
indispensable,10,3,30.0
explains,20,6,30.0
ports,10,3,30.0
confrontation,10,3,30.0
30,97,29,29.896907216494846
fight,87,26,29.88505747126437
thousands,57,17,29.82456140350877
oil,104,31,29.807692307692307
reduction,37,11,29.72972972972973
cold,27,8,29.629629629629626
home,125,37,29.599999999999998
bad,44,13,29.545454545454547
materials,34,10,29.411764705882355
buildings,17,5,29.411764705882355
azerbaijan,17,5,29.411764705882355
hagia,17,5,29.411764705882355
technical,34,10,29.411764705882355
venus,17,5,29.411764705882355
closely,17,5,29.411764705882355
